DATAFLOW,COMMODITY_SITC,COUNTRY_DEST,STATE_ORIGIN,FREQ,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,UNIT_MULT,OBS_STATUS,OBS_COMMENT
ABS:MERCH_EXP(1.0.0),961,TOT,TOT,M,2026-01,239,AUD,3,,
ABS:MERCH_EXP(1.0.0),961,TOT,TOT,M,2026-02,2186,AUD,3,,
ABS:MERCH_EXP(1.0.0),961,TOT,TOT,M,2026-03,2164,AUD,3,,
ABS:MERCH_EXP(1.0.0),961,TOT,TOT,M,2026-04,821,AUD,3,,
ABS:MERCH_EXP(1.0.0),244,TOT,F,M,2025-10,0,AUD,3,,
ABS:MERCH_EXP(1.0.0),244,TOT,F,M,2026-01,0,AUD,3,,
ABS:MERCH_EXP(1.0.0),244,TOT,F,M,2026-02,0,AUD,3,,
ABS:MERCH_EXP(1.0.0),273,TOT,F,M,2025-05,1,AUD,3,,
ABS:MERCH_EXP(1.0.0),273,TOT,F,M,2025-06,3,AUD,3,,
ABS:MERCH_EXP(1.0.0),273,TOT,F,M,2025-07,5,AUD,3,,
ABS:MERCH_EXP(1.0.0),273,TOT,F,M,2025-08,3,AUD,3,,
ABS:MERCH_EXP(1.0.0),273,TOT,F,M,2025-09,1,AUD,3,,
ABS:MERCH_EXP(1.0.0),273,TOT,F,M,2025-10,9,AUD,3,,
ABS:MERCH_EXP(1.0.0),273,TOT,F,M,2025-11,0,AUD,3,,
ABS:MERCH_EXP(1.0.0),273,TOT,F,M,2025-12,4,AUD,3,,
ABS:MERCH_EXP(1.0.0),273,TOT,F,M,2026-01,0,AUD,3,,
ABS:MERCH_EXP(1.0.0),273,TOT,F,M,2026-02,0,AUD,3,,
ABS:MERCH_EXP(1.0.0),273,TOT,F,M,2026-03,0,AUD,3,,
ABS:MERCH_EXP(1.0.0),223,TOT,1,M,2025-05,32,AUD,3,,
ABS:MERCH_EXP(1.0.0),223,TOT,1,M,2025-06,38,AUD,3,,
ABS:MERCH_EXP(1.0.0),223,TOT,1,M,2025-07,75,AUD,3,,
ABS:MERCH_EXP(1.0.0),223,TOT,1,M,2025-08,124,AUD,3,,
ABS:MERCH_EXP(1.0.0),223,TOT,1,M,2025-09,45,AUD,3,,
ABS:MERCH_EXP(1.0.0),223,TOT,1,M,2025-10,14,AUD,3,,
ABS:MERCH_EXP(1.0.0),223,TOT,1,M,2025-11,114,AUD,3,,
ABS:MERCH_EXP(1.0.0),223,TOT,1,M,2025-12,113,AUD,3,,
ABS:MERCH_EXP(1.0.0),223,TOT,1,M,2026-01,15,AUD,3,,
ABS:MERCH_EXP(1.0.0),223,TOT,1,M,2026-02,12,AUD,3,,
ABS:MERCH_EXP(1.0.0),223,TOT,1,M,2026-03,193,AUD,3,,
ABS:MERCH_EXP(1.0.0),223,TOT,1,M,2026-04,134,AUD,3,,
ABS:MERCH_EXP(1.0.0),091,TOT,3,M,2025-05,18,AUD,3,,
ABS:MERCH_EXP(1.0.0),091,TOT,3,M,2025-06,6,AUD,3,,
ABS:MERCH_EXP(1.0.0),091,TOT,3,M,2025-07,29,AUD,3,,
ABS:MERCH_EXP(1.0.0),091,TOT,3,M,2025-08,42,AUD,3,,
ABS:MERCH_EXP(1.0.0),091,TOT,3,M,2025-09,9,AUD,3,,
ABS:MERCH_EXP(1.0.0),091,TOT,3,M,2025-10,24,AUD,3,,
ABS:MERCH_EXP(1.0.0),091,TOT,3,M,2025-11,19,AUD,3,,
ABS:MERCH_EXP(1.0.0),091,TOT,3,M,2025-12,69,AUD,3,,
ABS:MERCH_EXP(1.0.0),091,TOT,3,M,2026-01,9,AUD,3,,
ABS:MERCH_EXP(1.0.0),091,TOT,3,M,2026-02,30,AUD,3,,
ABS:MERCH_EXP(1.0.0),091,TOT,3,M,2026-03,46,AUD,3,,
ABS:MERCH_EXP(1.0.0),091,TOT,3,M,2026-04,9,AUD,3,,
ABS:MERCH_EXP(1.0.0),882,TOT,F,M,2025-05,278,AUD,3,,
ABS:MERCH_EXP(1.0.0),882,TOT,F,M,2025-06,362,AUD,3,,
ABS:MERCH_EXP(1.0.0),882,TOT,F,M,2025-07,246,AUD,3,,
ABS:MERCH_EXP(1.0.0),882,TOT,F,M,2025-08,394,AUD,3,,
ABS:MERCH_EXP(1.0.0),882,TOT,F,M,2025-09,298,AUD,3,,
ABS:MERCH_EXP(1.0.0),882,TOT,F,M,2025-10,925,AUD,3,,
ABS:MERCH_EXP(1.0.0),882,TOT,F,M,2025-11,506,AUD,3,,
ABS:MERCH_EXP(1.0.0),882,TOT,F,M,2025-12,404,AUD,3,,
ABS:MERCH_EXP(1.0.0),882,TOT,F,M,2026-01,181,AUD,3,,
ABS:MERCH_EXP(1.0.0),882,TOT,F,M,2026-02,934,AUD,3,,
ABS:MERCH_EXP(1.0.0),882,TOT,F,M,2026-03,511,AUD,3,,
ABS:MERCH_EXP(1.0.0),882,TOT,F,M,2026-04,784,AUD,3,,
ABS:MERCH_EXP(1.0.0),785,TOT,2,M,2025-05,2802,AUD,3,,
ABS:MERCH_EXP(1.0.0),785,TOT,2,M,2025-06,2991,AUD,3,,
ABS:MERCH_EXP(1.0.0),785,TOT,2,M,2025-07,2045,AUD,3,,
ABS:MERCH_EXP(1.0.0),785,TOT,2,M,2025-08,1908,AUD,3,,
ABS:MERCH_EXP(1.0.0),785,TOT,2,M,2025-09,2525,AUD,3,,
ABS:MERCH_EXP(1.0.0),785,TOT,2,M,2025-10,2996,AUD,3,,
ABS:MERCH_EXP(1.0.0),785,TOT,2,M,2025-11,4626,AUD,3,,
ABS:MERCH_EXP(1.0.0),785,TOT,2,M,2025-12,2535,AUD,3,,
ABS:MERCH_EXP(1.0.0),785,TOT,2,M,2026-01,2216,AUD,3,,
ABS:MERCH_EXP(1.0.0),785,TOT,2,M,2026-02,2677,AUD,3,,
ABS:MERCH_EXP(1.0.0),785,TOT,2,M,2026-03,2521,AUD,3,,
ABS:MERCH_EXP(1.0.0),785,TOT,2,M,2026-04,2454,AUD,3,,
ABS:MERCH_EXP(1.0.0),277,TOT,TOT,M,2025-05,11062,AUD,3,,
ABS:MERCH_EXP(1.0.0),277,TOT,TOT,M,2025-06,2495,AUD,3,,
ABS:MERCH_EXP(1.0.0),277,TOT,TOT,M,2025-07,10201,AUD,3,,
ABS:MERCH_EXP(1.0.0),277,TOT,TOT,M,2025-08,15185,AUD,3,,
ABS:MERCH_EXP(1.0.0),277,TOT,TOT,M,2025-09,20699,AUD,3,,
ABS:MERCH_EXP(1.0.0),277,TOT,TOT,M,2025-10,11238,AUD,3,,
ABS:MERCH_EXP(1.0.0),277,TOT,TOT,M,2025-11,10629,AUD,3,,
ABS:MERCH_EXP(1.0.0),277,TOT,TOT,M,2025-12,25279,AUD,3,,
ABS:MERCH_EXP(1.0.0),277,TOT,TOT,M,2026-01,10928,AUD,3,,
ABS:MERCH_EXP(1.0.0),277,TOT,TOT,M,2026-02,11921,AUD,3,,
ABS:MERCH_EXP(1.0.0),277,TOT,TOT,M,2026-03,20902,AUD,3,,
ABS:MERCH_EXP(1.0.0),277,TOT,TOT,M,2026-04,6983,AUD,3,,
ABS:MERCH_EXP(1.0.0),272,TOT,TOT,M,2025-05,5835,AUD,3,,
ABS:MERCH_EXP(1.0.0),272,TOT,TOT,M,2025-06,6710,AUD,3,,
ABS:MERCH_EXP(1.0.0),272,TOT,TOT,M,2025-07,1935,AUD,3,,
ABS:MERCH_EXP(1.0.0),272,TOT,TOT,M,2025-08,1187,AUD,3,,
ABS:MERCH_EXP(1.0.0),272,TOT,TOT,M,2025-09,505,AUD,3,,
ABS:MERCH_EXP(1.0.0),272,TOT,TOT,M,2025-10,747,AUD,3,,
ABS:MERCH_EXP(1.0.0),272,TOT,TOT,M,2025-11,7098,AUD,3,,
ABS:MERCH_EXP(1.0.0),272,TOT,TOT,M,2025-12,903,AUD,3,,
ABS:MERCH_EXP(1.0.0),272,TOT,TOT,M,2026-01,815,AUD,3,,
ABS:MERCH_EXP(1.0.0),272,TOT,TOT,M,2026-02,1000,AUD,3,,
ABS:MERCH_EXP(1.0.0),272,TOT,TOT,M,2026-03,960,AUD,3,,
ABS:MERCH_EXP(1.0.0),272,TOT,TOT,M,2026-04,8548,AUD,3,,
ABS:MERCH_EXP(1.0.0),283,TOT,TOT,M,2025-05,660155,AUD,3,,
ABS:MERCH_EXP(1.0.0),283,TOT,TOT,M,2025-06,788304,AUD,3,,
ABS:MERCH_EXP(1.0.0),283,TOT,TOT,M,2025-07,584633,AUD,3,,
ABS:MERCH_EXP(1.0.0),283,TOT,TOT,M,2025-08,439402,AUD,3,,
ABS:MERCH_EXP(1.0.0),283,TOT,TOT,M,2025-09,728247,AUD,3,,
ABS:MERCH_EXP(1.0.0),283,TOT,TOT,M,2025-10,776507,AUD,3,,
ABS:MERCH_EXP(1.0.0),283,TOT,TOT,M,2025-11,508588,AUD,3,,
ABS:MERCH_EXP(1.0.0),283,TOT,TOT,M,2025-12,627058,AUD,3,,
ABS:MERCH_EXP(1.0.0),283,TOT,TOT,M,2026-01,570952,AUD,3,,
ABS:MERCH_EXP(1.0.0),283,TOT,TOT,M,2026-02,629508,AUD,3,,
ABS:MERCH_EXP(1.0.0),283,TOT,TOT,M,2026-03,656956,AUD,3,,
ABS:MERCH_EXP(1.0.0),283,TOT,TOT,M,2026-04,906584,AUD,3,,
ABS:MERCH_EXP(1.0.0),613,TOT,3,M,2026-01,0,AUD,3,,
ABS:MERCH_EXP(1.0.0),884,TOT,7,M,2025-05,84,AUD,3,,
ABS:MERCH_EXP(1.0.0),884,TOT,7,M,2025-10,0,AUD,3,,
ABS:MERCH_EXP(1.0.0),884,TOT,7,M,2025-11,2,AUD,3,,
ABS:MERCH_EXP(1.0.0),884,TOT,7,M,2025-12,14,AUD,3,,
ABS:MERCH_EXP(1.0.0),884,TOT,7,M,2026-01,1,AUD,3,,
ABS:MERCH_EXP(1.0.0),884,TOT,7,M,2026-02,1,AUD,3,,
ABS:MERCH_EXP(1.0.0),280,TOT,TOT,M,2025-05,162916,AUD,3,,
ABS:MERCH_EXP(1.0.0),280,TOT,TOT,M,2025-06,447879,AUD,3,,
ABS:MERCH_EXP(1.0.0),280,TOT,TOT,M,2025-07,384190,AUD,3,,
ABS:MERCH_EXP(1.0.0),280,TOT,TOT,M,2025-08,395506,AUD,3,,
ABS:MERCH_EXP(1.0.0),280,TOT,TOT,M,2025-09,404790,AUD,3,,
ABS:MERCH_EXP(1.0.0),280,TOT,TOT,M,2025-10,375735,AUD,3,,
ABS:MERCH_EXP(1.0.0),280,TOT,TOT,M,2025-11,565003,AUD,3,,
ABS:MERCH_EXP(1.0.0),280,TOT,TOT,M,2025-12,377546,AUD,3,,
ABS:MERCH_EXP(1.0.0),280,TOT,TOT,M,2026-01,318822,AUD,3,,
ABS:MERCH_EXP(1.0.0),280,TOT,TOT,M,2026-02,468904,AUD,3,,
ABS:MERCH_EXP(1.0.0),280,TOT,TOT,M,2026-03,320407,AUD,3,,
ABS:MERCH_EXP(1.0.0),280,TOT,TOT,M,2026-04,484577,AUD,3,,
ABS:MERCH_EXP(1.0.0),66,TOT,3,M,2025-05,9546,AUD,3,,
ABS:MERCH_EXP(1.0.0),66,TOT,3,M,2025-06,7234,AUD,3,,
ABS:MERCH_EXP(1.0.0),66,TOT,3,M,2025-07,8661,AUD,3,,
ABS:MERCH_EXP(1.0.0),66,TOT,3,M,2025-08,8754,AUD,3,,
ABS:MERCH_EXP(1.0.0),66,TOT,3,M,2025-09,8661,AUD,3,,
ABS:MERCH_EXP(1.0.0),66,TOT,3,M,2025-10,7249,AUD,3,,
ABS:MERCH_EXP(1.0.0),66,TOT,3,M,2025-11,6776,AUD,3,,
ABS:MERCH_EXP(1.0.0),66,TOT,3,M,2025-12,7714,AUD,3,,
ABS:MERCH_EXP(1.0.0),66,TOT,3,M,2026-01,7276,AUD,3,,
ABS:MERCH_EXP(1.0.0),66,TOT,3,M,2026-02,9270,AUD,3,,
ABS:MERCH_EXP(1.0.0),66,TOT,3,M,2026-03,7690,AUD,3,,
ABS:MERCH_EXP(1.0.0),66,TOT,3,M,2026-04,10867,AUD,3,,
ABS:MERCH_EXP(1.0.0),718,TOT,3,M,2025-05,2800,AUD,3,,
ABS:MERCH_EXP(1.0.0),718,TOT,3,M,2025-06,1635,AUD,3,,
ABS:MERCH_EXP(1.0.0),718,TOT,3,M,2025-07,4826,AUD,3,,
ABS:MERCH_EXP(1.0.0),718,TOT,3,M,2025-08,1669,AUD,3,,
ABS:MERCH_EXP(1.0.0),718,TOT,3,M,2025-09,2405,AUD,3,,
ABS:MERCH_EXP(1.0.0),718,TOT,3,M,2025-10,3749,AUD,3,,
ABS:MERCH_EXP(1.0.0),718,TOT,3,M,2025-11,3581,AUD,3,,
ABS:MERCH_EXP(1.0.0),718,TOT,3,M,2025-12,3680,AUD,3,,
ABS:MERCH_EXP(1.0.0),718,TOT,3,M,2026-01,7088,AUD,3,,
ABS:MERCH_EXP(1.0.0),718,TOT,3,M,2026-02,2783,AUD,3,,
ABS:MERCH_EXP(1.0.0),718,TOT,3,M,2026-03,2984,AUD,3,,
ABS:MERCH_EXP(1.0.0),718,TOT,3,M,2026-04,4756,AUD,3,,
ABS:MERCH_EXP(1.0.0),722,TOT,7,M,2025-05,290,AUD,3,,
ABS:MERCH_EXP(1.0.0),583,TOT,1,M,2025-05,113,AUD,3,,
ABS:MERCH_EXP(1.0.0),583,TOT,1,M,2025-06,1,AUD,3,,
ABS:MERCH_EXP(1.0.0),583,TOT,1,M,2025-07,4,AUD,3,,
ABS:MERCH_EXP(1.0.0),583,TOT,1,M,2025-08,18,AUD,3,,
ABS:MERCH_EXP(1.0.0),583,TOT,1,M,2025-09,773,AUD,3,,
ABS:MERCH_EXP(1.0.0),583,TOT,1,M,2025-10,12,AUD,3,,
ABS:MERCH_EXP(1.0.0),583,TOT,1,M,2025-11,7,AUD,3,,
ABS:MERCH_EXP(1.0.0),583,TOT,1,M,2025-12,21,AUD,3,,
ABS:MERCH_EXP(1.0.0),583,TOT,1,M,2026-01,27,AUD,3,,
ABS:MERCH_EXP(1.0.0),583,TOT,1,M,2026-02,73,AUD,3,,
ABS:MERCH_EXP(1.0.0),583,TOT,1,M,2026-03,71,AUD,3,,
ABS:MERCH_EXP(1.0.0),583,TOT,1,M,2026-04,42,AUD,3,,
ABS:MERCH_EXP(1.0.0),658,TOT,6,M,2025-05,0,AUD,3,,
ABS:MERCH_EXP(1.0.0),658,TOT,6,M,2025-06,1,AUD,3,,
ABS:MERCH_EXP(1.0.0),658,TOT,6,M,2025-07,7,AUD,3,,
ABS:MERCH_EXP(1.0.0),658,TOT,6,M,2025-08,28,AUD,3,,
ABS:MERCH_EXP(1.0.0),658,TOT,6,M,2025-10,1,AUD,3,,
ABS:MERCH_EXP(1.0.0),658,TOT,6,M,2025-11,21,AUD,3,,
ABS:MERCH_EXP(1.0.0),658,TOT,6,M,2025-12,5,AUD,3,,
ABS:MERCH_EXP(1.0.0),658,TOT,6,M,2026-01,3,AUD,3,,
ABS:MERCH_EXP(1.0.0),658,TOT,6,M,2026-02,29,AUD,3,,
ABS:MERCH_EXP(1.0.0),658,TOT,6,M,2026-03,2,AUD,3,,
ABS:MERCH_EXP(1.0.0),658,TOT,6,M,2026-04,0,AUD,3,,
ABS:MERCH_EXP(1.0.0),54,TOT,1,M,2025-05,117525,AUD,3,,
ABS:MERCH_EXP(1.0.0),54,TOT,1,M,2025-06,129122,AUD,3,,
ABS:MERCH_EXP(1.0.0),54,TOT,1,M,2025-07,115321,AUD,3,,
ABS:MERCH_EXP(1.0.0),54,TOT,1,M,2025-08,113214,AUD,3,,
ABS:MERCH_EXP(1.0.0),54,TOT,1,M,2025-09,127897,AUD,3,,
ABS:MERCH_EXP(1.0.0),54,TOT,1,M,2025-10,128510,AUD,3,,
ABS:MERCH_EXP(1.0.0),54,TOT,1,M,2025-11,112582,AUD,3,,
ABS:MERCH_EXP(1.0.0),54,TOT,1,M,2025-12,92629,AUD,3,,
ABS:MERCH_EXP(1.0.0),54,TOT,1,M,2026-01,94277,AUD,3,,
ABS:MERCH_EXP(1.0.0),54,TOT,1,M,2026-02,102434,AUD,3,,
ABS:MERCH_EXP(1.0.0),54,TOT,1,M,2026-03,99063,AUD,3,,
ABS:MERCH_EXP(1.0.0),54,TOT,1,M,2026-04,121855,AUD,3,,
ABS:MERCH_EXP(1.0.0),791,TOT,1,M,2025-05,8289,AUD,3,,
ABS:MERCH_EXP(1.0.0),791,TOT,1,M,2025-06,3950,AUD,3,,
ABS:MERCH_EXP(1.0.0),791,TOT,1,M,2025-07,3495,AUD,3,,
ABS:MERCH_EXP(1.0.0),791,TOT,1,M,2025-08,10687,AUD,3,,
ABS:MERCH_EXP(1.0.0),791,TOT,1,M,2025-09,8861,AUD,3,,
ABS:MERCH_EXP(1.0.0),791,TOT,1,M,2025-10,5201,AUD,3,,
ABS:MERCH_EXP(1.0.0),791,TOT,1,M,2025-11,3639,AUD,3,,
ABS:MERCH_EXP(1.0.0),791,TOT,1,M,2025-12,1761,AUD,3,,
ABS:MERCH_EXP(1.0.0),791,TOT,1,M,2026-01,1765,AUD,3,,
ABS:MERCH_EXP(1.0.0),791,TOT,1,M,2026-02,2447,AUD,3,,
ABS:MERCH_EXP(1.0.0),791,TOT,1,M,2026-03,2187,AUD,3,,
ABS:MERCH_EXP(1.0.0),791,TOT,1,M,2026-04,3393,AUD,3,,
ABS:MERCH_EXP(1.0.0),562,TOT,7,M,2025-07,22,AUD,3,,
ABS:MERCH_EXP(1.0.0),562,TOT,7,M,2025-09,26,AUD,3,,
ABS:MERCH_EXP(1.0.0),562,TOT,7,M,2025-11,2,AUD,3,,
ABS:MERCH_EXP(1.0.0),562,TOT,7,M,2026-02,53,AUD,3,,
ABS:MERCH_EXP(1.0.0),248,TOT,4,M,2025-05,931,AUD,3,,
ABS:MERCH_EXP(1.0.0),248,TOT,4,M,2025-06,984,AUD,3,,
ABS:MERCH_EXP(1.0.0),248,TOT,4,M,2025-07,701,AUD,3,,
ABS:MERCH_EXP(1.0.0),248,TOT,4,M,2025-08,777,AUD,3,,
ABS:MERCH_EXP(1.0.0),248,TOT,4,M,2025-09,664,AUD,3,,
ABS:MERCH_EXP(1.0.0),248,TOT,4,M,2025-10,371,AUD,3,,
ABS:MERCH_EXP(1.0.0),248,TOT,4,M,2025-11,538,AUD,3,,
ABS:MERCH_EXP(1.0.0),248,TOT,4,M,2025-12,611,AUD,3,,
ABS:MERCH_EXP(1.0.0),248,TOT,4,M,2026-01,220,AUD,3,,
ABS:MERCH_EXP(1.0.0),248,TOT,4,M,2026-02,422,AUD,3,,
ABS:MERCH_EXP(1.0.0),248,TOT,4,M,2026-03,300,AUD,3,,
ABS:MERCH_EXP(1.0.0),248,TOT,4,M,2026-04,398,AUD,3,,
ABS:MERCH_EXP(1.0.0),098,TOT,2,M,2025-05,82084,AUD,3,,
ABS:MERCH_EXP(1.0.0),098,TOT,2,M,2025-06,68852,AUD,3,,
ABS:MERCH_EXP(1.0.0),098,TOT,2,M,2025-07,84272,AUD,3,,
ABS:MERCH_EXP(1.0.0),098,TOT,2,M,2025-08,66670,AUD,3,,
ABS:MERCH_EXP(1.0.0),098,TOT,2,M,2025-09,61599,AUD,3,,
ABS:MERCH_EXP(1.0.0),098,TOT,2,M,2025-10,70678,AUD,3,,
ABS:MERCH_EXP(1.0.0),098,TOT,2,M,2025-11,90463,AUD,3,,
ABS:MERCH_EXP(1.0.0),098,TOT,2,M,2025-12,77454,AUD,3,,
ABS:MERCH_EXP(1.0.0),098,TOT,2,M,2026-01,50756,AUD,3,,
ABS:MERCH_EXP(1.0.0),098,TOT,2,M,2026-02,73508,AUD,3,,
ABS:MERCH_EXP(1.0.0),098,TOT,2,M,2026-03,79360,AUD,3,,
ABS:MERCH_EXP(1.0.0),098,TOT,2,M,2026-04,71337,AUD,3,,
ABS:MERCH_EXP(1.0.0),55,TOT,1,M,2025-05,34305,AUD,3,,
ABS:MERCH_EXP(1.0.0),55,TOT,1,M,2025-06,36535,AUD,3,,
ABS:MERCH_EXP(1.0.0),55,TOT,1,M,2025-07,40645,AUD,3,,
ABS:MERCH_EXP(1.0.0),55,TOT,1,M,2025-08,44430,AUD,3,,
ABS:MERCH_EXP(1.0.0),55,TOT,1,M,2025-09,41290,AUD,3,,
ABS:MERCH_EXP(1.0.0),55,TOT,1,M,2025-10,38959,AUD,3,,
ABS:MERCH_EXP(1.0.0),55,TOT,1,M,2025-11,42354,AUD,3,,
ABS:MERCH_EXP(1.0.0),55,TOT,1,M,2025-12,45382,AUD,3,,
ABS:MERCH_EXP(1.0.0),55,TOT,1,M,2026-01,32454,AUD,3,,
ABS:MERCH_EXP(1.0.0),55,TOT,1,M,2026-02,32170,AUD,3,,
ABS:MERCH_EXP(1.0.0),55,TOT,1,M,2026-03,35245,AUD,3,,
ABS:MERCH_EXP(1.0.0),55,TOT,1,M,2026-04,36236,AUD,3,,
ABS:MERCH_EXP(1.0.0),751,TOT,F,M,2025-05,5167,AUD,3,,
ABS:MERCH_EXP(1.0.0),751,TOT,F,M,2025-06,3804,AUD,3,,
ABS:MERCH_EXP(1.0.0),751,TOT,F,M,2025-07,5039,AUD,3,,
ABS:MERCH_EXP(1.0.0),751,TOT,F,M,2025-08,3207,AUD,3,,
ABS:MERCH_EXP(1.0.0),751,TOT,F,M,2025-09,4660,AUD,3,,
ABS:MERCH_EXP(1.0.0),751,TOT,F,M,2025-10,4793,AUD,3,,
ABS:MERCH_EXP(1.0.0),751,TOT,F,M,2025-11,7947,AUD,3,,
ABS:MERCH_EXP(1.0.0),751,TOT,F,M,2025-12,5638,AUD,3,,
ABS:MERCH_EXP(1.0.0),751,TOT,F,M,2026-01,3510,AUD,3,,
ABS:MERCH_EXP(1.0.0),751,TOT,F,M,2026-02,4923,AUD,3,,
ABS:MERCH_EXP(1.0.0),751,TOT,F,M,2026-03,4912,AUD,3,,
ABS:MERCH_EXP(1.0.0),751,TOT,F,M,2026-04,3780,AUD,3,,
ABS:MERCH_EXP(1.0.0),025,TOT,3,M,2025-05,576,AUD,3,,
ABS:MERCH_EXP(1.0.0),025,TOT,3,M,2025-06,522,AUD,3,,
ABS:MERCH_EXP(1.0.0),025,TOT,3,M,2025-07,639,AUD,3,,
ABS:MERCH_EXP(1.0.0),025,TOT,3,M,2025-08,569,AUD,3,,
ABS:MERCH_EXP(1.0.0),025,TOT,3,M,2025-09,751,AUD,3,,
ABS:MERCH_EXP(1.0.0),025,TOT,3,M,2025-10,519,AUD,3,,
ABS:MERCH_EXP(1.0.0),025,TOT,3,M,2025-11,960,AUD,3,,
ABS:MERCH_EXP(1.0.0),025,TOT,3,M,2025-12,1026,AUD,3,,
ABS:MERCH_EXP(1.0.0),025,TOT,3,M,2026-01,663,AUD,3,,
ABS:MERCH_EXP(1.0.0),025,TOT,3,M,2026-02,760,AUD,3,,
ABS:MERCH_EXP(1.0.0),025,TOT,3,M,2026-03,862,AUD,3,,
ABS:MERCH_EXP(1.0.0),025,TOT,3,M,2026-04,690,AUD,3,,
ABS:MERCH_EXP(1.0.0),533,TOT,4,M,2025-05,890,AUD,3,,
ABS:MERCH_EXP(1.0.0),533,TOT,4,M,2025-06,1473,AUD,3,,
ABS:MERCH_EXP(1.0.0),533,TOT,4,M,2025-07,1652,AUD,3,,
ABS:MERCH_EXP(1.0.0),533,TOT,4,M,2025-08,961,AUD,3,,
ABS:MERCH_EXP(1.0.0),533,TOT,4,M,2025-09,458,AUD,3,,
ABS:MERCH_EXP(1.0.0),533,TOT,4,M,2025-10,936,AUD,3,,
ABS:MERCH_EXP(1.0.0),533,TOT,4,M,2025-11,1053,AUD,3,,
ABS:MERCH_EXP(1.0.0),533,TOT,4,M,2025-12,1085,AUD,3,,
ABS:MERCH_EXP(1.0.0),533,TOT,4,M,2026-01,358,AUD,3,,
ABS:MERCH_EXP(1.0.0),533,TOT,4,M,2026-02,1172,AUD,3,,
ABS:MERCH_EXP(1.0.0),533,TOT,4,M,2026-03,1255,AUD,3,,
ABS:MERCH_EXP(1.0.0),533,TOT,4,M,2026-04,933,AUD,3,,
ABS:MERCH_EXP(1.0.0),591,TOT,1,M,2025-05,3192,AUD,3,,
ABS:MERCH_EXP(1.0.0),591,TOT,1,M,2025-06,5527,AUD,3,,
ABS:MERCH_EXP(1.0.0),591,TOT,1,M,2025-07,5598,AUD,3,,
ABS:MERCH_EXP(1.0.0),591,TOT,1,M,2025-08,5391,AUD,3,,
ABS:MERCH_EXP(1.0.0),591,TOT,1,M,2025-09,5547,AUD,3,,
ABS:MERCH_EXP(1.0.0),591,TOT,1,M,2025-10,4317,AUD,3,,
ABS:MERCH_EXP(1.0.0),591,TOT,1,M,2025-11,4435,AUD,3,,
ABS:MERCH_EXP(1.0.0),591,TOT,1,M,2025-12,2558,AUD,3,,
ABS:MERCH_EXP(1.0.0),591,TOT,1,M,2026-01,2733,AUD,3,,
ABS:MERCH_EXP(1.0.0),591,TOT,1,M,2026-02,3580,AUD,3,,
ABS:MERCH_EXP(1.0.0),591,TOT,1,M,2026-03,1821,AUD,3,,
ABS:MERCH_EXP(1.0.0),591,TOT,1,M,2026-04,4586,AUD,3,,
ABS:MERCH_EXP(1.0.0),047,TOT,5,M,2025-05,120,AUD,3,,
ABS:MERCH_EXP(1.0.0),047,TOT,5,M,2025-06,571,AUD,3,,
ABS:MERCH_EXP(1.0.0),047,TOT,5,M,2025-07,1723,AUD,3,,
ABS:MERCH_EXP(1.0.0),047,TOT,5,M,2025-08,1216,AUD,3,,
ABS:MERCH_EXP(1.0.0),047,TOT,5,M,2025-09,1154,AUD,3,,
ABS:MERCH_EXP(1.0.0),047,TOT,5,M,2025-10,1726,AUD,3,,
ABS:MERCH_EXP(1.0.0),047,TOT,5,M,2025-11,1268,AUD,3,,
ABS:MERCH_EXP(1.0.0),047,TOT,5,M,2025-12,125,AUD,3,,
ABS:MERCH_EXP(1.0.0),047,TOT,5,M,2026-01,680,AUD,3,,
ABS:MERCH_EXP(1.0.0),047,TOT,5,M,2026-02,199,AUD,3,,
ABS:MERCH_EXP(1.0.0),047,TOT,5,M,2026-03,429,AUD,3,,
ABS:MERCH_EXP(1.0.0),047,TOT,5,M,2026-04,702,AUD,3,,
ABS:MERCH_EXP(1.0.0),656,TOT,7,M,2026-01,0,AUD,3,,
ABS:MERCH_EXP(1.0.0),656,TOT,7,M,2026-02,0,AUD,3,,
ABS:MERCH_EXP(1.0.0),411,TOT,F,M,2025-05,11,AUD,3,,
ABS:MERCH_EXP(1.0.0),411,TOT,F,M,2025-06,53,AUD,3,,
ABS:MERCH_EXP(1.0.0),411,TOT,F,M,2025-07,32,AUD,3,,
ABS:MERCH_EXP(1.0.0),411,TOT,F,M,2025-08,1283,AUD,3,,
ABS:MERCH_EXP(1.0.0),411,TOT,F,M,2025-09,20,AUD,3,,
ABS:MERCH_EXP(1.0.0),411,TOT,F,M,2025-10,3,AUD,3,,
ABS:MERCH_EXP(1.0.0),411,TOT,F,M,2025-11,154,AUD,3,,
ABS:MERCH_EXP(1.0.0),411,TOT,F,M,2025-12,20,AUD,3,,
ABS:MERCH_EXP(1.0.0),411,TOT,F,M,2026-01,22,AUD,3,,
ABS:MERCH_EXP(1.0.0),411,TOT,F,M,2026-04,3,AUD,3,,
ABS:MERCH_EXP(1.0.0),695,TOT,2,M,2025-05,4853,AUD,3,,
ABS:MERCH_EXP(1.0.0),695,TOT,2,M,2025-06,2723,AUD,3,,
ABS:MERCH_EXP(1.0.0),695,TOT,2,M,2025-07,3867,AUD,3,,
ABS:MERCH_EXP(1.0.0),695,TOT,2,M,2025-08,3867,AUD,3,,
